,id,avatar_prompt_id,identifier,response_text,response_score,response_feedback,comment,id,turk_response_text,prompt_type,assignment,identifier,comment,response_round_score
1542,40,40,13a,The plan was to use one large aid station with American medics running it. How is this way better?,2.67,"You simply restated the original plan, which the team leader elected to change. This raises the probability of an impasse since you are not superior to the Chinese team leader.",,1221,The plan was to have American medics running one large station. How is your way better?,rewrite,3DIP6YHAPCSQZ9O7C1SIQACFWD78E2a,13a,,3
101,5,5,2b,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",3.0,This is an acceptable answer because it clearly expresses that your have taken charge of the U.S. element.,,356,I am in charge of the US component coalition right now. He's not here.,rewrite,34Z02EIMISDA63117S4YWH6YGPP0T4b,2b,,3
153,6,6,2c,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,5.0,"This is the best answer because it provides an excuse for the absence of your boss. Failing to do so would result in a loss of face for the Chinese Captain, because it would demonstrate that your officer does not have time to meet Captain Wang.",,333,He couldn't be here today because of some unexpected task. I'm in charge while he's out.,rewrite,30LSNF239UVRTZO4S3981YX427L2I3c,2c,,5
151,6,6,2c,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,5.0,"This is the best answer because it provides an excuse for the absence of your boss. Failing to do so would result in a loss of face for the Chinese Captain, because it would demonstrate that your officer does not have time to meet Captain Wang.",,42,"Good Morning, Captain Wang, thank you for joining us today.  Captain Heist was called away on an emergency and asked me to brief you as I have been involved with this project since it's very beginning.",feedback,3EA3QWIZ4IVLDYIHBIT42L6U0L3ITGc,2c,,5
435,11,11,4b,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,2.33,"Has an air of politeness to it that implies if the Chinese officer really needed the information, that you will give it, but it would be inconvenient to do so.",,806,"I would like to respectfully request that I refrain from speaking on it now, but will be happy to inform you after the meeting I am preparing for.",rewrite,39LOEL67OS5NPB8ANHBM7J8I5OD382b,4b,,1
354,9,9,3c,He is busy today,3.0,"This answer is palatable because it offers an excuse for your senior officer's absence, but also offensive because it implies that your superior officer's time is more important than a Chinese officer of the same rank.",,1374,"Sorry, but he is booked today.",rewrite,3DIP6YHAPCSQZ9O7C1SIQACFWDO8EJc,3c,,3
1111,26,26,8c,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,2.67,"While suitable to ask for someone else to approach, with a more direct tone to go to the Chain of Command it is less appropriate.",,1093,Please help me here. Who was the man in your chain of command that you were talking to? Maybe I can speak with him.,rewrite,3F6HPJW4JD09UU89HKDN2P6CHHPW28c,8c,,3
1234,30,30,9c,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",3.33,Ties the two parties together and points out a potential reason why the issue exists with the supplies.,,321,Is there someway to work this out? Do those containers you're pointing to have something to do with the issue?,rewrite,3VBEN272MKZ627Z7WUOB74XSLNQGSOc,9c,,3
1447,37,37,12a,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",3.0,"This answer isn't bad, but in demonstrating eagerness to discuss the problem right off the bat it may be conveyed as disrespect.",,598,"Okay, now that we are in private, why did you say we would set up two aid stations?",rewrite,3MHW492WW0DMM9CX1SRBVW1WGDWVMGa,12a,,3
323,9,9,3c,He is busy today,3.0,"This answer is palatable because it offers an excuse for your senior officer's absence, but also offensive because it implies that your superior officer's time is more important than a Chinese officer of the same rank.",,1395,He is busy with other things right now.,rewrite,3MTMREQS4VIYZX3DUZ6287PAT6FWAFc,3c,,3
1050,24,24,8a,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,1.0,Does not attempt to come up with a solution and distances the user from the chinese officer,,1115,I'm sorry but I see no alternative other than going to my commander or yours to try and get this to work.,rewrite,3NG53N1RLVJUW0DXLF8TKMBJAKAP85a,8a,,1
80,5,5,2b,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",3.0,This is an acceptable answer because it clearly expresses that your have taken charge of the U.S. element.,,5,He could not be here today.  I have been assigned to take his place.,rewrite,3AWETUDC92SHZARGHAIMO97BLHNZIBb,2b,,3
1387,35,35,11a,It won't take long.,3.0,Gently nudging your interests forward after they have already been stated is a good way to push your position without aggravating the team leader.,,483,It would not be long at all.,rewrite,31JLPPHS2UUQA3VQUY0I45YIKTNO3Wa,11a,,3
1044,24,24,8a,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,1.0,Does not attempt to come up with a solution and distances the user from the chinese officer,,1123,I have no option but to go to one of our commanders to resolve this. I am sorry to take that step but it seems necessary.,rewrite,3NVC2EB65QZ24HZS0L9G6WWKY3I3YIa,8a,,1
649,15,15,5c,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,3.0,Deliberately makes assumptions about the Chinese officer knowing what a basic loadout is for an American aid mission which is not entirely empathetic. ,,639,There's not much to say. Pretty basic aid mission stuff.,rewrite,339ANSOTR52MAFSUH9FC1UJYJ6JIKFc,5c,,3
403,10,10,4a,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",5.0,"Moderately appropriate, displays understanding and empathy towards the officer and his need to know, but is direct in telling him he will not comply.",,787,When we meet together this afternoon I will disclose all the information.,rewrite,32N49TQG3GILK8384P16M56WMWIVA7a,4a,,5
651,15,15,5c,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,3.0,Deliberately makes assumptions about the Chinese officer knowing what a basic loadout is for an American aid mission which is not entirely empathetic. ,,633,This is our basic loadout for Humanitarian aid missions - nothing more and nothing less.,rewrite,32Z9ZLUT1LK54B2P9JPK8ZZS3YZHOQc,5c,,3
90,5,5,2b,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",3.0,This is an acceptable answer because it clearly expresses that your have taken charge of the U.S. element.,,389,"He is not here right now, so I am the current officer in charge of the U.S. component of the coalition.",rewrite,3EKVH9QMEY4ALO8I0P8XA1HRA192DVb,2b,,3
464,12,12,4c,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,2.33,The response is curt and dismissive.,,807,"At this present time, the information is not complete, and I would be very hesitant to give you incomplete and possible wrong information.",rewrite,39LOEL67OS5NPB8ANHBM7J8I5OD382c,4c,,1
42,4,4,2a,"No, he is not here. I am taking his place.",1.0,This answer is too curt and could be insulting to a Chinese officer senior in rank to you because you provide no explanation for the absence of your superior officer.,,34,It is going to be somewhat insulting in the eyes of the Chinese commander either way it goes because Captain Heist is not going to make it regardless.,feedback,3AQF3RZ558IV195FEXFQOE1O0LZ6F1a,2a,,1
1539,40,40,13a,The plan was to use one large aid station with American medics running it. How is this way better?,2.67,"You simply restated the original plan, which the team leader elected to change. This raises the probability of an impasse since you are not superior to the Chinese team leader.",,1183,The original plan was to have one large American run aid station. Why would we split them?,rewrite,39ZSFO5CA8WW8MHCT54EJI7WYCSJUBa,13a,,3
160,6,6,2c,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,5.0,"This is the best answer because it provides an excuse for the absence of your boss. Failing to do so would result in a loss of face for the Chinese Captain, because it would demonstrate that your officer does not have time to meet Captain Wang.",,423,"He had urgent business to take care of, so I am now in charge.",rewrite,3LJ7UR74RHDTAEEITX5OZLQJ8KY4N4c,2c,,5
1433,37,37,12a,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",3.0,"This answer isn't bad, but in demonstrating eagerness to discuss the problem right off the bat it may be conveyed as disrespect.",,625,Could you explain to me how we can set up two aid stations now that we are in private.,rewrite,3YWRV122CSZ7O5LT217NUSYII188UQa,12a,,3
1324,33,33,10c,I don't have any questions right now.,1.0,"Although waiting to speak to the team leader when he is in private is culturally appropriate, this response is too passive and does not even arrange for a later discussion.",,1037,I have no more questions for now.,rewrite,3VJ40NV2QINV9KTK9D69MI2GESWOT9c,10c,,1
1367,34,34,10d,Can I talk with you in private once questions are over?,5.0,Good job! this answer both demonstrates respect for the team leader's image in front of his subordinates and accomplishes your intent of discussing the plan.,,966,Will you have some time to talk in private after the questions are done?,rewrite,3BWI6RSP7G9MZVJO2W0CCAGKLTZE7Jd,10d,,5
514,13,13,5a,"I'd really prefer just to wait until the brief, if that is ok.",1.0,It is very direct and centered on the speaker's discomfort with sharing information rather than make up a reason or simply share. Depending on the tone could display distrust.,,736,"I really prefer just to wait until the brief, is that okay with you?",rewrite,3R2PKQ87NW8H03SX2LSSG7B28BMMIWa,5a,,1
887,20,20,7a,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",2.0,Very blunt and straightforward. Does not allow for any cultural competency to exist.,,1479,"Your army is vast, can you help provide some men for our team? We are well stocked with supplies, but have few men.",rewrite,30H4UDGLT2I9HPF1FGICP4CEUP8PM2a,7a,,1
1040,24,24,8a,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,1.0,Does not attempt to come up with a solution and distances the user from the chinese officer,,1119,"I apologize for the bluntness, but I'll have to go to your or my commander to work out a deal. This needs to happen.",rewrite,3NQL1CS15R8MGQ1BKVFMPRO3PNBVY7a,8a,,1
682,16,16,6a,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",3.33,Addresses their problem but does not offer solutions. Focuses on your problem due to their shortcomings.,,141,I hope it was dealt with. Can I ask you some stuff about the mission since you were late?,rewrite,3IGI0VL647KXE7O0CHKXDJWOPAFONDa,6a,,3
1492,39,39,12c,"Hello, sir. Have you eaten yet?",1.0,"Asking if someone has eaten yet is an extremely common and polite way to initiate a Chinese conversation. However, since you have already been together in the recent past, this step is not efficient and unnecessary.",,597,"Good day, commander. Have you had any food yet today?",rewrite,3LRLIPTPEQ974X9W5LNZKWVF6Y3AKSc,12c,,1
1568,41,41,13b,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,2.67,"By asking for the team leader's reasoning instead of calling him out, you create a nonthreatening basis for discussion and also offer a valid point of your own.",,1210,What are the advantages to your proposal? Dividing the supplies between two aid stations means we won't have all the necessary equipment to help everyone at one place.,rewrite,3M23Y66PO2745EA1KHFPVDK3R9QS61b,13b,,3
762,18,18,6c,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",3.67,More of a mutual solution rather than offering something first.,,175,"If it is about the plane being delayed, we have plenty of supplies here to compensate so we can accomplish the mission, I am sure we can figure something out.",rewrite,3P4RDNWND56RZVMCZOF00FJL4H4IJ1c,6c,,5
581,14,14,5b,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",5.0,The response is direct and does not seem to hold ulterior motives.,,773,"Right now we have all of the necessary supplies to survive, many of which will go to the local people",rewrite,3YMU66OBIN8HCYLRL0CC3QQQCC8HG3b,5b,,5
1223,30,30,9c,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",3.33,Ties the two parties together and points out a potential reason why the issue exists with the supplies.,,327,Do those containers you were pointing at have anything to do with the problem because I know this can work if we try hard enough.,rewrite,3Z7VU45IPYH6Z4VI93XGWAQP6DD1ZKc,9c,,3
709,17,17,6b,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",2.0,Worst option since the tone is quite casual and seems to be flippant of the Chinese Officers situation.,,150,I found out your plane was delayed so I wanted to share my plan for the mission and work more closely with you.,rewrite,3L0KT67Y8EG6OYK7Q0AHE44WQJPYSDb,6b,,1
140,6,6,2c,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,5.0,"This is the best answer because it provides an excuse for the absence of your boss. Failing to do so would result in a loss of face for the Chinese Captain, because it would demonstrate that your officer does not have time to meet Captain Wang.",,474,,rewrite,3YZ8UPK3VTM908B6JDNSWEU18TQCUZc,2c,,5
1285,32,32,10b,Can you explain to me why we are setting up two individual aid stations?,2.0,"Asking the team leader to explain to you will likely make him angry that he has to justify himself to a peer, and doing this in public will most likely embarrass him.",,988,Could you help me understand why we are setting up two individual aid stations?,rewrite,3LYA37P8IQNCN7EOBZNVF7FLOGPBKPb,10b,,1
1281,32,32,10b,Can you explain to me why we are setting up two individual aid stations?,2.0,"Asking the team leader to explain to you will likely make him angry that he has to justify himself to a peer, and doing this in public will most likely embarrass him.",,960,But please explain the need for the two aid stations to be separate?,rewrite,39OWYR0EPKRXKTFLKGAI75LH1TMFY2b,10b,,1
118,5,5,2b,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",3.0,This is an acceptable answer because it clearly expresses that your have taken charge of the U.S. element.,,392,My commanding officer is not present.  I am the one in charge of this aspect of the coalition.,rewrite,3FDJT1UU748AYRXFAPWICLFTEKZK5Tb,2b,,3
1211,29,29,9b,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",2.67,Shows the frustration of the American officer and show how he feels trapped just like the Chinese Officer. shows how they need to accomplish it together or not at all. overall best option.,,311,"This isn't the perfect set up, for sure. However, I won't have a choice in the natter if we don't come to a mutual decision.",rewrite,3TE3O8573084MYRNIQ3HFQYVP252R6b,9b,,3
91,5,5,2b,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",3.0,This is an acceptable answer because it clearly expresses that your have taken charge of the U.S. element.,,350,"He is not here today, but I am the officer in charge.",rewrite,34PGFRQONOB90Q6HO5JF16STJS8JWFb,2b,,3
580,14,14,5b,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",5.0,The response is direct and does not seem to hold ulterior motives.,,719,"Right now we are primarily giving food, water and some hospital equipment to the locals.",rewrite,3P4MQ7TPPXCBU4AU5MA2G4WV1N0BBRb,5b,,5
1260,31,31,10a,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",3.0,"Although asking to talk in private is the appropriate response, you addressed your interests in a tactful and respectful manner, and the team leader will most likely not find fault with your wording. He will, however, be flustered that you addressed a potential flaw in front of his subordinates.",,1015,"I see we are setting up two aid stations, I have a few problems with this plan. ",rewrite,3RANCT1ZVFHQQ3J05DRXLUOJQ7LBUKa,10a,,3
103,5,5,2b,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",3.0,This is an acceptable answer because it clearly expresses that your have taken charge of the U.S. element.,,338,I am the leading officer now for the U.S. portion.  He is not present.,rewrite,326O153BMIY2G4KYT93YC2QG74BDEKb,2b,,3
473,12,12,4c,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,2.33,The response is curt and dismissive.,,852,"I don't have any final details yet, so I'm not sure I can help.",rewrite,3IRIK4HM3AKOYXL5NVPPG8GL57PC6Ec,4c,,1
881,20,20,7a,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",2.0,Very blunt and straightforward. Does not allow for any cultural competency to exist.,,1499,"Would you be able to spare some men? We have plenty of supplies, we just lack hands.",rewrite,34QN5IT0TZRR8J9D4UT35LAB2CU085a,7a,,1
1264,31,31,10a,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",3.0,"Although asking to talk in private is the appropriate response, you addressed your interests in a tactful and respectful manner, and the team leader will most likely not find fault with your wording. He will, however, be flustered that you addressed a potential flaw in front of his subordinates.",,995,Is there a reason why we need to set up two aid stations? ,rewrite,3NQL1CS15R8MGQ1BKVFMPRO3PNBYVAa,10a,,3
536,13,13,5a,"I'd really prefer just to wait until the brief, if that is ok.",1.0,It is very direct and centered on the speaker's discomfort with sharing information rather than make up a reason or simply share. Depending on the tone could display distrust.,,721,"If it's not too much to ask, I would rather wait un til the briefing.",rewrite,3P529IW9KYLDKU8M11LSDXJLSEOLFMa,5a,,1
1442,37,37,12a,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",3.0,"This answer isn't bad, but in demonstrating eagerness to discuss the problem right off the bat it may be conveyed as disrespect.",,568,"Now that we have some privacy, can you tell me why you said that we should set up two aid stations?",rewrite,3CCZ6YKWR7JQHVEO6S5TMC1D3QR59Oa,12a,,3
332,9,9,3c,He is busy today,3.0,"This answer is palatable because it offers an excuse for your senior officer's absence, but also offensive because it implies that your superior officer's time is more important than a Chinese officer of the same rank.",,1467,He is occupied today,rewrite,3QY5DC2MXRKG3KVGAFDT4KF455KUFSc,3c,,3
1088,25,25,8b,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",4.0,Appeals to the mission to help refugees while simultaneously in a matter of fact way explains what the speaker needs to do to proceed.,,1152,"We both have orders and I'm not saying mine is more important, but these supplies must get to the refugees.  I am going to find men to do it, even if I have to run it up the chain of command.",rewrite,3TEM0PF1Q5X3PE54L24JRDOCD3UD0Rb,8b,,5
795,19,19,6d,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",3.0,You are offering a solution to their problem while keeping it at the lowest level. This helps save face for the officer by solving their problem for them. Good for long term orientation as well.,,180,',rewrite,3PQMUDRV7R6V4K26H6U0OE4LR2ZII9d,6d,,3
198,6,6,2c,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,5.0,"This is the best answer because it provides an excuse for the absence of your boss. Failing to do so would result in a loss of face for the Chinese Captain, because it would demonstrate that your officer does not have time to meet Captain Wang.",,441,"Something unexpected came up and he couldn't make it. So, in his absence, I've been left in charge.",rewrite,3QEMNNSB2XZH7P5O61PS6SYZLH3D7Uc,2c,,5
1572,41,41,13b,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,2.67,"By asking for the team leader's reasoning instead of calling him out, you create a nonthreatening basis for discussion and also offer a valid point of your own.",,1184,"What are the reasons here? if we split the supplies, it will lead to confusion.",rewrite,39ZSFO5CA8WW8MHCT54EJI7WYCSJUBb,13b,,3
661,16,16,6a,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",3.33,Addresses their problem but does not offer solutions. Focuses on your problem due to their shortcomings.,,129,Hopefully everything is okay. I do have a few questions regarding the mission since I overheard there was a flight delay that may affect some of the Chinese soldiers on the ground.,rewrite,3GFK2QRXX9H1TRRWZ3FL0W9O1RMW5Fa,6a,,3
19,4,4,2a,"No, he is not here. I am taking his place.",1.0,This answer is too curt and could be insulting to a Chinese officer senior in rank to you because you provide no explanation for the absence of your superior officer.,,337,He isn’t here.  I am now in charge.,rewrite,326O153BMIY2G4KYT93YC2QG74BDEKa,2a,,1
361,10,10,4a,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",5.0,"Moderately appropriate, displays understanding and empathy towards the officer and his need to know, but is direct in telling him he will not comply.",,820,"I am thankful to you for looking out for what's in the best interest of your team, but it will all get to you soon, this afternoon when we have the briefing.",rewrite,3C2NJ6JBKAHJ70ZVPJM066TLO6C2NGa,4a,,5
854,20,20,7a,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",2.0,Very blunt and straightforward. Does not allow for any cultural competency to exist.,,1667,I know you have spare men available.  Can you allow a few of them to help us move supplies?  They are near term and we just need manpower to move them.,rewrite,3ZWFC4W1UU7ONS3Z6LIOZ9SKY6GFR9a,7a,,1
1613,43,43,14b,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,1.67,"This might be true, but mentioning this to the team leader will make him feel offended and angry.",,1235,Our American medics are much more experienced than your medics at running aid stations and treating patients.,rewrite,31Z0PCVWUKFOOE1LSRP7BWGLO3M7T2b,14b,,1
837,19,19,6d,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",3.0,You are offering a solution to their problem while keeping it at the lowest level. This helps save face for the officer by solving their problem for them. Good for long term orientation as well.,,120,Sorry to interrupt. I wanted to offer my assistance with anything with the plane being delayed to help the mission go smoothly.,rewrite,3F1567XTNW5FAHXMQKTWKNW4ZM9Q9Hd,6d,,3
295,8,8,3b,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",4.67,This answer does a good job of providing a reasonable excuse without revealing any internal information.,,1430,"Regrettably, right before we were leaving, he got a different mission, and could not come today. ",rewrite,3RRCEFRB7MCR95PLQ70F8QQPRU4B44b,3b,,5
173,6,6,2c,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,5.0,"This is the best answer because it provides an excuse for the absence of your boss. Failing to do so would result in a loss of face for the Chinese Captain, because it would demonstrate that your officer does not have time to meet Captain Wang.",,342,"He was unable to make it today, and has asked me to be here in his place.",rewrite,3300DTYQT2HW5DO3YV9IC1XFQJBQEDc,2c,,5
1507,39,39,12c,"Hello, sir. Have you eaten yet?",1.0,"Asking if someone has eaten yet is an extremely common and polite way to initiate a Chinese conversation. However, since you have already been together in the recent past, this step is not efficient and unnecessary.",,546,Hi sir. Have you had a chance to eat?,rewrite,30LB5CDZNCA6SFA0DKTGI57F1LBZ0Jc,12c,,1
1504,39,39,12c,"Hello, sir. Have you eaten yet?",1.0,"Asking if someone has eaten yet is an extremely common and polite way to initiate a Chinese conversation. However, since you have already been together in the recent past, this step is not efficient and unnecessary.",,594,"Hello, sir. Would you like anything to eat?",rewrite,3KB8R4ZV1E77LLI5L82GHFNSHZ6BGKc,12c,,1
409,10,10,4a,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",5.0,"Moderately appropriate, displays understanding and empathy towards the officer and his need to know, but is direct in telling him he will not comply.",,898,Your concern is greatly appreciated but I assure you that the information will be ready for you this afternoon. ,rewrite,3Q5ZZ9ZEVOFQ3QVE10ZFMG62JKI588a,4a,,5
1130,27,27,8d,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,4.0,"Gently tells the PLA officer what your intentions are. However, it has room to be misinterpreted as callous.",,1138,,rewrite,3QEMNNSB2XZH7P5O61PS6SYZLH9D70d,8d,,5
1310,33,33,10c,I don't have any questions right now.,1.0,"Although waiting to speak to the team leader when he is in private is culturally appropriate, this response is too passive and does not even arrange for a later discussion.",,1021,"As of right now, I do not have any further questions.",rewrite,3SBEHTYCWN3HUKHBLOG3A2Y9HLFYIDc,10c,,1
782,18,18,6c,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",3.67,More of a mutual solution rather than offering something first.,,143,We can deal with a late plane cause of the extra supplies we have,rewrite,3IGI0VL647KXE7O0CHKXDJWOPAFONDc,6c,,5
148,6,6,2c,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,5.0,"This is the best answer because it provides an excuse for the absence of your boss. Failing to do so would result in a loss of face for the Chinese Captain, because it would demonstrate that your officer does not have time to meet Captain Wang.",,6,"Due to other pressing matters, he could not be here today.  I will lead the American coalition while he is away.",rewrite,3AWETUDC92SHZARGHAIMO97BLHNZIBc,2c,,5
311,9,9,3c,He is busy today,3.0,"This answer is palatable because it offers an excuse for your senior officer's absence, but also offensive because it implies that your superior officer's time is more important than a Chinese officer of the same rank.",,1332,He had other duties he had to attend today.,rewrite,3NG53N1RLVJUW0DXLF8TKMBJAK4P8Zc,3c,,3
463,12,12,4c,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,2.33,The response is curt and dismissive.,,789,As soon as the plans are complete I will share it with you.,rewrite,32N49TQG3GILK8384P16M56WMWIVA7c,4c,,1
966,22,22,7c,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",2.67,"Focuses on the compromise, but has a bit of a harsher tone and almost shames the Chinese officer into complying.",,1481,"This is a critical mission, as there are refugees that need supplies and without the aid of your men we can't deliver them. Isn't there something we can do to make this work?",rewrite,30H4UDGLT2I9HPF1FGICP4CEUP8PM2c,7c,,3
289,8,8,3b,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",4.67,This answer does a good job of providing a reasonable excuse without revealing any internal information.,,1364,I'm sorry to say he was re-assigned at the last minute and won't be here today. ,rewrite,3NKQQ8O39Y5J50HKJ9I3GKCJTSXUDAb,3b,,5
1235,30,30,9c,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",3.33,Ties the two parties together and points out a potential reason why the issue exists with the supplies.,,282,"Please sir, we have to work together. If the issue has to do with the containers you were pointing at earlier, let's talk about it. We can come to a solution if we can just respectively talk about this.",rewrite,3KXIR214I4GXLSPP7E747XNLXON24Pc,9c,,3
1352,34,34,10d,Can I talk with you in private once questions are over?,5.0,Good job! this answer both demonstrates respect for the team leader's image in front of his subordinates and accomplishes your intent of discussing the plan.,,1034,I would love to talk to you privately at the close of question time.,rewrite,3UXUOQ9OKEXJ9I2CMRYQGRQT0E37AJd,10d,,5
1336,33,33,10c,I don't have any questions right now.,1.0,"Although waiting to speak to the team leader when he is in private is culturally appropriate, this response is too passive and does not even arrange for a later discussion.",,1033,There are no questions from me at this time.,rewrite,3UXUOQ9OKEXJ9I2CMRYQGRQT0E37AJc,10c,,1
645,15,15,5c,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,3.0,Deliberately makes assumptions about the Chinese officer knowing what a basic loadout is for an American aid mission which is not entirely empathetic. ,,780,There really isn't much to say. It's going to be our basic loadout for Humanitarian aid projects.,rewrite,3Z3ZLGNNSIUTVF869BSMTATIZU33QHc,5c,,3
592,14,14,5b,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",5.0,The response is direct and does not seem to hold ulterior motives.,,755,"We currently have crates of food, water, and hospital equipment available, so these supplies will be what is given to the locals.",rewrite,3UOUJI6MTDEX36M1A9JFARFB9AGXUMb,5b,,5
1086,25,25,8b,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",4.0,Appeals to the mission to help refugees while simultaneously in a matter of fact way explains what the speaker needs to do to proceed.,,1148,"Regardless of what your orders are, my orders are to deliver these supplies to the refugees. Getting the mission done may mean that I will need to take this to our superiors. Sorry if that cuts you out of the loop.",rewrite,3SKEMFQBZ35TL9GH8N3LO5PKGA98KSb,8b,,5
184,6,6,2c,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,5.0,"This is the best answer because it provides an excuse for the absence of your boss. Failing to do so would result in a loss of face for the Chinese Captain, because it would demonstrate that your officer does not have time to meet Captain Wang.",,345,I will be in charge in his absence because he had unexpected business come up.,rewrite,33F859I566DLLHDG5EKY2FZTW06BH8c,2c,,5
388,10,10,4a,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",5.0,"Moderately appropriate, displays understanding and empathy towards the officer and his need to know, but is direct in telling him he will not comply.",,829,"It’s good you are looking out for your platoon, we’ll have all the information for you after our meeting this afternoon.",rewrite,3EWIJTFFVO78HKJ4HXF3XV6XDF1E0Ra,4a,,5
466,12,12,4c,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,2.33,The response is curt and dismissive.,,786,I can't give you much information now because many details still must be decided.,rewrite,326O153BMIY2G4KYT93YC2QG74ZDE8c,4c,,1
347,9,9,3c,He is busy today,3.0,"This answer is palatable because it offers an excuse for your senior officer's absence, but also offensive because it implies that your superior officer's time is more important than a Chinese officer of the same rank.",,1350,He's occupied with other duties today.,rewrite,34QN5IT0TZRR8J9D4UT35LAB2DW80Hc,3c,,3
232,7,7,3a,I’d rather not say.,1.0,This anser is the worst because it is unnecessarily ambiguous. It only serves to increase suspicion between U.S. and Chinese.,,1333,I really prefer not to say.,rewrite,39U1BHVTDLR6NV0YQFMHYF45J2NT38a,3a,,1
233,7,7,3a,I’d rather not say.,1.0,This anser is the worst because it is unnecessarily ambiguous. It only serves to increase suspicion between U.S. and Chinese.,,1393,I respect the privacy of my senior officer and not continue to speak in behalf of him.,rewrite,3MTMREQS4VIYZX3DUZ6287PAT6FWAFa,3a,,1
